,Unnamed: 0,statnNm,rating,review,review_count
10,10,Whitlock Avenue station,4.0,"Whitlock Avenue is the area of the New York City subway IRT PELHAM line.Train 6 is always operated and is located in Bronx's Whitlock Avenue and Westchester Avenue. \ N \ nwhitlock Avenue station was opened on May 30, 1920, as Pelham Line extended from Huns Point Avenue to East 177th Street. .Felham Son E & C was part of a double contract known as the Dual Subway System, which was signed on March 19, 1913.The Pelham Line was built as a branch of 138th Street, Southern Boulevard, and Westchester Avenue, which runs northeast of Lexington Avenue Line.Initially, the expansion service was provided as a shuttle service that operates as an expensive vehicle.Passengers transfer to the shuttle at Hunts Point Avenue.This station was a little more convenient for going to school, and there were fewer walks.BX27/decent location from Avenue to Classons Point Ferry Terminal.There is only stairs at the end of the north (uptown).The beautiful view of the bridge, the park and the river.And (6) Most of the services are pretty good.You can also see the amtrak trains at the southern end of the north direction platform.Bronx is beautiful !!!!!/I like this place.My mother's mother once lived here.It is close to Payless and I hope there will be an elevator in some restaurants.I like artistic seats.You can buy something.New York is an external high -priced train station./ It's pretty dirty, but it's one of the best because of the express train.They take money and do not give me a metro card.It is always the same ./ The train comes every 2-5 minutes ./ Good/Revision of the Station./Excellent .../The best of the best/good",37
11,11,Hunts Point Avenue station,3.8,"Hunts Point Avenue (IRT Felham Line) \ n \ n Hunts Point Avenue is an express station of IRT Pelham Line, New York City, and always runs 6 trains and <6>The train runs in the peak direction.It is located in Bronx's HUNTS POINT AVENUE and SOUTHERN BOULEVARD.It was opened as.Felham Son E & C was part of a double contract known as the Dual Subway System, which was signed on March 19, 1913.The Pelham Line was built as a branch of 138th Street, Southern Boulevard, and Westchester Avenue, which runs northeast of Lexington Avenue Line.Initially, the expansion was scheduled to be completed by the end of 1918, but the opening was delayed due to the difficulty of procurement.In January 1919, the Public Service Commission was buying a site for the subway of Pelham Bay Park.On May 30, 1920, Pelham Line was extended to 177th Street, which provided a shuttle service that operated as an expensive vehicle.Passengers transferred to the shuttle at Hunts Point Avenue.On November 18, November 18, N2014, a $ 17.8 million project was completed to create a role to comply with the US Disabled Act, and the reconstructed entrance and fare control area were disclosed to the public.There are three elevators.One moves from mezzanine to each platform within the rate control station, and the other moves from mezzanine to Monsignor del Valle Square.It is completely closed for up to 6 months after the phosphorus inspection.Updates include cellular services, Wi-Fi, charging station, improved signboards and improved station lights.However, these modifications are delayed until 2020-2024, due to lack of funds.Number 6 stops on an external local track and <6> stops on the central express track.This is the northernmost subway station of the route before the expensive section of Pelham Bay Park Station..A large identification name displays ""H P"".Matched ""Uptown"" and ""downtown"" direction mosaics are found in the middle layer, and there is a smaller and simpler version of the freeze.The dark green i -beam pillar follows both platforms at regular intervals, and there is one line at the end of the center and one line on both sides of the center.no see.On each platform, two stairs go up to the atmospheric area/crossover, and a specialized bank provides a reverse approach.Outside the rate control, there are token booths and two distance stairs that go up to Monsignor Del Valle Square, a city -owned park in a triangle consisting of East 163rd Street, Hunts Point Avenue and Bruckner Boulevard.It is a design that is not commonly found in the subway system, and ground facilities, street stairs enclosure, and lights are all made of bricks.The platform layer is turned on with fluorescent lamps, but the mezzanine is still on in an incandescent lamp and was replaced along all the platforms of the subway in the late 1980s.The winding staircase goes up to the steel and glass structures on the first floor and can go out of the station through the exit ticket gate.Southern Boulevard and Hunts Point Avenue are located in the southeast corner of the Southeast.There would be a lot of clean/if it was cleaner, it would have been okay/this is Hunts Point Avenue.You can transfer with the U & T train.Eastchester-Eastchester-Dyrre Avenue is a trains 6 times.The next stop is Whitlock Avenue.You are far from the closed door./ The elevator has been added to the station, but unfortunately it has a terrible smell and the overall appearance of the station is unsanitary.I ride this train every day, and I often think that a small store is added as before.It is inconvenient for those who go to work.Overall well -managed station.Today they look good because they are powering the whole station.The rude agent said that the vending machine did not work and she did not trade in the booth for more than a year !!How do you ride the train?Perhaps you can print one boarding, so it's a way to make more money.In most cases, this area is maintained.You can see crawling on the train tracks, but sometimes you can see it on the platform./ The train does not run express after 7 and waits for local trains at all stops./ Small readers' charm bracelet \ nThe antique silver bracelet for a small princess, which contains five antique silver trees for a nice and wonderful souvenirs, and the low price summer sale is only 30.00 + 5.95 with shipping and processing costs ... very small readersMeet listening.Check out Business.site or \ nig TLR_Charmbracelets./ All train stations have disadvantages, but the train at Hunt Branch comes quickly.I use train 6 every day, but I have nothing to say bad./ The elevator works for most hours.There is always a police officer in the field.It has the advantage of being able to go to uptown or opposite to the city from the other side of the station without living in the station.This is why we make our Bronx train differently from the rest of the train.It's not the best, but I still love you./It is as convenient as most trains and is not a problem on weekends. \ N is good.As a disabled person, I can hardly see the police day and night in this station!Please !!/It's a good place/Before cleaning it, it's the only thing you need to place the police.I think it will be a bit needed/always clean and train 6 is always on time/I was good, but I needed it/Good location ... Mecca of a variety of products.There are always a lot of people.It's completely disgusting .../very good/busy street/great station.",99
12,12,Longwood Avenue station,3.9,"Longwood AVE is located in Bronx's Woodstock zone and a Slower (6) service.Longwood Ave tends to smell but is a great station.(6) Services are often provided and the station is sometimes cleaned and maintained properly.One of the best hotels in South Bronxes, I like Longwood Ave in New York.This is because one of my sisters (Lorry C francois) lives with his son LEGBA CIDDE Francois.On Thursday, the Longwood city vending machine took the money from my debit card, but I didn't pay an unlimited fee to the card.But when I used a different debit card today, I did it again.Meanwhile, I have to wait two weeks to refund, but I don't have any money to go to school this week.Thank you MTA/Good Station.It's like a bench towards the wall from the pickpocket.Some of the tiles have been missing.Some lighting is brighter than other lights.It's a train station, it's simple!/It's really fantastic, friends.Train 6 always takes a long time.I hope it will be safe ./ Good/Good/Very",37
13,13,East 149th Street,4.0,"A good station may require some cleaning.The bench is toward the wall.But one bench has a door with a door, so someone can reach out through the bar.The chair is also dirty ./MTA access is almost complete.I proceed to the team./ If you get off the train at this stop, life becomes really dangerous.I go there at 6:45 am every day./ Pretty good subway station./ dirty place.Good/The Neighborhood reminds me of Padetbill.",51
14,14,E 143 St-St Mary's St station,4.0,"Clean it with frequent service.Free Wi-Fi is also available.The tile work here is strangely clean.It's pretty cold.There is a disabled entrance without an elevator.The trash can be outside the ticket office.This is a small light next to the train.It is a station that is an important stop for many locals.In consideration of general opinions, this is my stop in every sense.",16
15,15,Cypress Avenue station,4.1,"Peaceful and clean.Efficient service/subway station/not bad.I used to pass this stop for many years, but there was no reason to get off here.But now.Small but clean.I can't complain .../Bronx's comfortable place, I really like it.It tastes good and there is a swag ??????…/I think SPOT has flavored everywhere.There is no elevator.I need a digital information screen/I can easily go by train and close to home./This station reminds me of Harlem/This station is really dirty./It's a bad place to cross the highway.",40
16,16,Brook Avenue station,3.9,"I took a train back to Broncrong on 52th Avenue, but I missed the stop and got off at Brook Ave because of trans phobia ??./There was no problem for four years while taking it to school.In the last few years, I have seen this while using this station.They keep it quite clean, but the rat problem is to be worried!I just saw another mouse when I approached the bench to sit and wait for the train.I told the booth staff that she didn't care!/This station is definitely broken and left unattended.The neighborhood is a bit ambiguous./In summer, the basement is too hot.AC will be great in all stations.At least they are fixing or trying to fix the MTA ????…/Very good ... Wander through the streets of New York.But I think I should clean it.As you did at Manhattan and other Boros stations.Perhaps Mike Prince can help:)/)/The number of rats processing trains as pesticides is decreasing.No digital information kiosk/can be cleaner.Line 6 runs quite often.Here you offer free Wi-Fi..It should be cleaner, but it is very useful and beneficial for stations higher than average.It prevents inconvenience and delay./ Because there is no drug at all, it is a quiet area.It's still a lot of rats on the platform.5 pieces/\ u0001Fae1…/Very dirty station ... Like the surrounding streets/Express trains start to skip this station../ Very good/smelly and dirty station.Be careful .../very close to work./ Wait for the bus/General New York Train Station/Good/Good/Good/N/Ooe Train Station./ Your/Great Bronxes",75
17,17,Third Avenue­138th Street station,3.6,"Passing there is always fine and the commute is always safe.The area around the station can't be better than this!It's a bit scary to go around at night.The station is clean and the police are always resident, so I can feel safe./ I was so impressed with this comment and survey, and I was so tired of this violence that was happening throughout the earth.It's not really dirty and especially at night.It doesn't look like a safe station and has never seen accessible interests.The police are not good because the stay is very limited.Cleaning is certain, but hygiene is not the top priority.Be very careful on the crowded subway.And keep in mind that there is a police station right upstairs.People open the emergency text and just go in.It is unfair for those who pay the fee.The worse is when someone does not pay the fee and complains about the poor service.A little cleaning will also help.I think I saw this station cleaning at 10 am.Russian War is always insane and delays always occur.But the worst is a late night when the schedule is not posted at all online or inverse boarding signs.This station also requires a handicap elevator that is essential for people in wheelchairs.Both of them work late at night will never help when the machine does not work.I have seen some of them fall asleep or have been in the next room for hours (pretending to be in the bathroom).Some pillars are too oxidized from the floor and are not safe.Some of them can smell the urine.This station is the only station to Manhattan, so it is an important means of communication in this area.The station is a bit messy.There are a few buses outside.There were a few entrance gates, but I found one.I can't see the staff in the field.The train runs in both directions, including Manhattan and Bronx's St. Park scammer.Located in 138ST Alexander Ave.40 districts (police station).This subway station is old and requires a massive renovation work (welcome to come to Bronx).The station provides a 24 -hour full -service token booth, and 138th Street has a second entrance with a token booth (a Metro card purchase machine alone).And 3rd Avenue.This station never looks clean or safe.This is not a wheelchair access station and no elevator and steep stairs.Very cold in winter.Very hot in summer.Pay a fee.There are plain clothes police or traffic police in uniforms for 85%.When you arrive here, there is an estimated time.This station has a booth for a subway store selling newspapers, snacks, drinks and other convenient miscellaneous goods.The owner is very kind: this station is really long and not filled.This is the last stop of Bronx, but before you go to Manhattan, there is a possibility of riding a full train.It was posted.In my memory, it might have been four and three.But all I saw was to draw a picture of the ceiling of the track to the south.Where did the money go?Assuming that 1,000 people per day are paying $ 2.75 for Manhattan or Brooklyn (in this station), $ 82,500 a month.Where is this money going?It is one station, one -way passage, and we all know that 1,000 people are low estimates. \ N We can also see the marks marked ""wet paint"" in hard and rusty supports and that the paint is not painted.It is clearly seen.Everyone laughed with a picture on the FB.It's comfortable and good, but I hope there's a lot of competition in the subway trip.Perhaps they will act together./There were many police officers there, but now it is time to turn on the paint work and lights more./ The creepy subway station I have gone to the rats and homeless people are always around.The 138th Street is located in the MOTT HAVEN zone (6) and SLOW Services and <6> Fast Services are operated.It is not a station that 138th Street is in a neighborhood that is not safe.Instead, it's a good idea to use other stations or buses./ It's very dark, so you need to update the elevator and upgrade the lighting!It may not be a little safe at night.At least the express train stops here./Best grade!The food was fresh and hot!/This facility needs repair and it looks abandoned ./Nyc MTA./It's close to buses and trains, but it's impossible to access wheelchairs.It looks dirty and broken ./ Good station may require some cleaning.Go from point A to point B./ Need work/very quiet and good place/messy and furious.Typical New York Subway Station/Good Train Stop.The small one of the bx.6 train ./ I need more hygiene./6Train is the worst stop! \ N There is no dirty schedule bulletin board.Thank you/Express stops, the place is torn down and the rats on the track ????…/Good/6 line !! ????…/The express train on Line 6 departs from this station./ I live near here and like it.I love you/need improvement ????…/Well/Donki Donnes/Cool/dirty",132
18,18,125th Street,3.6,"Love Harlem Nailbar.ADAM was my mail technician and never disappointed.In this station, you need to look at the surrounding environment well, and if you are outside 125th Street, not inside the station, people like to fight in this station.There is a police but near the token booth.If you act as ""wild"", we can see that you are really excited to meet you there.When some of the rough people see you and ask for change, take out your wallet and ask, ""How much"".It will be an immediate legend and icon in the neighborhood.It is also recommended to go outside.You will be able to see a lot of wild activities.The smell of this place is really great.The best experience here is the same night time as 12 am to 3 am.You will really feel the nightlife you need.It will be the last day on Earth.I recommend this area a lot at 5 points ????He was covering the entire face until I pushed it.There will be no regret of all the clothing stores that offer great sneakers and good products for clothes and sneakers.I guarantee that I like it./This station has an old vintage atmosphere.The scenery from track 3/4 is really beautiful.Especially if you are a woman, you should not go there after the sun.I avoid this area for any number.It's fun.It is a very good experience for me, but I recommend it to everyone to go to life more than once in life !!Because of the high level of value, it belongs to several areas of five autonomous districts.We are one of the reasons why New York City is not asleep.I like Harlem (New York).Harlem makes positive work possible.Harlem makes us easier to find ways to tie us into one city in New York.It is left unattended./The station often says it is dangerous, but I think it is not true.You will be fine if you have wisdom about you and care about your work.It seems to be less interested in the appearance of the MTA.Dark, dirty, very neglected.But trains are not often operated.You can catch 4, 5, 6 here.Be careful because the direction 6 changes to the east.If you don't pay attention, it is very easy to select 6 instead of 4/5./A lot of shops are available, especially for clothing.However, all three NYC train lines on the Lexington Avenue route are often crowded and crowded on the morning, late afternoon and evening commute time, especially in time, late night and weekends, not commuting hours.There are many new stores/I will treat you kindly.I'll tell you that it's completely different from before ... If I lived on 125st 3rd Ave, it's better to get off the train from 116th Street to walk home .../Lexington 125.It was a place where REED was waiting for his man with 26 $ in his hand.You can use some cleaning.There is a snack newspaper.There is an elevator from the station to the ticket gate, but there is no elevator to the station track.Someone committed suicide/It's not safe for children or adults who argue with money beggars.There are a few places where you can eat pretty good.Many people who have mentally disabled and difficulties have been tremendous confusion.They often see the toilet throughout the platform and the whole station./ The subway is great and clean, but the responsibility is for you.Streets full of K2 and drug addicts.My wife and I quickly headed to McDonald's to drink coffee because of their very uneasy heart.You can get a picture by looking at the drug doubt, the dealer, the zombies twisted from the floor, and the people who are searching for a trash can.It's a detailed/train station.Take the subway card and ride to your destination.It's not a bistro, a restaurant, a cafe or a hotel.Pay attention to your work, pay attention to your work, and no matter how disgusts of some of your fellow human attitudes.This is New York.Remember that when you go to heaven, God will not ask you about others.????…/Denise helped me to choose an air conditioner at home.I will definitely shopping with her again.You can enter on both sides of the road.You don't have to worry if you go to UP TOWN or down Town.It looks good. \ N One thing that's unfortunate is that there's no bathroom like all NYC subway stations!Since it is a major station, both express and slow trains stop here.The station is completely ADA complaints.The highest layer is the middle two, then there is a Bronx row platform, and the lowest floor has a downtown train.The station is always very crowded, especially in commuting time, where everyone in the station turns like a small village at the same time.To move to the basement, you need a shade elevator.are you okay.It's just an ordinary Harlem subway.A bad train arrived on time.I don't want to sit here and talk about cleanliness.NYC Subway.ㅋㅋㅋ It's all dirty, so it was okay.I took it from A to B quickly.And that's all/this station is unpleasant about 75% of time.Stain, the garbage of the platform, the urine of the elevator.Homeless, drug addicts, and mental illnesses have a big problem.Police and poetry do nothing to solve this problem.It is a major transfer point used by most commuters, so it is busy and congested for most time.I usually die around 10 pm and come back around 5 am.The guests are all afraid .... \ n. \ N I am never afraid/The train of this line is delayed on weekends. \ N The train of this line is delayed on weekends.You can't escape from a distance or subway station.Be careful..The line itself may sometimes have a lot of currency, but in most cases it is very stable.Train 6 is on the top and train 4-5 is at the bottom.There may be crazy people here and there, but it is not new to me, and if you do so, we welcome you to NYC.If people refer to the Second Ave here, they feel uncomfortable.As of 2017, this line is up to 96th Street.The second stage is still in progress, so be calm.This is a LEXINGTON AVE route, not Second Ave.If you need the Second Avenue service, please use M15-SBS.Walking from Lexington to Second is not a big deal.They removed their seats and made them age or sick..Interesting characters do not recommend taking cash out before anyone, and no one believes./It is a very good access area.It is connected to three subway, five bus lines, and metronorth, but the station is dirty and the same is true of the nearby restaurant.Metro North connection route is available with 4/5/6-MTA/train.Is the burning smell terrible ??/Basically, it is a typical subway station with a feeling of Harlem.Drugs own the station.It is good not.The platform may be very full when the train is delayed or the entire customs clearance of the train is required.At 5:40, people stand out from the front of the train to the back.Come on ... this is the daily ""service"".PlatformIt is not completely safe compared to the number of strollers and children.There are too many homeless people and people are rude to the WOST train station in Manhattan.In Manhattan, the 125 Street and Bowling Green are executed, so they skip the two stations of Full Street and Wall Street.In the Brooklyn Express, I go between Borough Hall and Franklin Avenue, but I skip five stations except Church Avenue between the weekly express and Franklin Avenue and Flatbush Avenue!If you take 2, 3 or 4, 5, 6, you'll be on the same plane. But be careful because it's a zombie land.The train has always been full .. I have been doing this for more than two years, and I can't believe that nothing has changed. Ah, and the elevator is always overweight instead of a disabled or pregnant woman, and it doesn't run for half.../ Sometimes when the train arrives, people here are very rude.Morning time is the worst time./It's an Esperanto train to make a NYCHA train.There are many many, so we do not recommend drinking.Otherwise, 5 stars/always crowded but safe enough./ The crowd is good.There is an elevator.The arrival board is usually accurate, and this station is not very clean.There are always so many people that the train is often delayed.To visit ??/The interior is very dirty.I don't want to ride the 4, 5, 6 lines .../The area is a bit dirty, very safe and busy during the day./Rona is a lot of homeless people around./Harlem World !!!Happy people!good people!Beautiful woman and food are elite !!!/In the past, there was a 24 -hour supermarket on the top, so it was suitable for late -night shopping.If you are not from NYC, get off or pay attention to other stations.Regular, N and R trains ??It will be proposed to the north terminal./There is always something happening in this station.It is so crowded, so hot, and full of people who demand swipes./ Totally I hate this train station, Nerf said/This is the point that comes to the city from Bronx, which you know .... It may be cleaner.It's a big station !!!!!!!!/Many crazy people of these people seem to always push someone on the track.no see??…/I like it.Because it keeps telling how the subway runs.There are shops, restaurants, and other shops.But I think it's the whole of New York.This is, Harlem is nothing more to mention, #Harlem World/??Are there any crazy people ?? \ n/4/5/6 is a very big station.The distracted gentleman was screaming in an inconsistent.You can easily connect to the train route.4,5,6./First picture in Harlem ??/This is a good place for all southern passengers.Dead B .. Don't go outside…/Is this place so colorful ??/Own/too many people/excellent customer service.It is kind and polite.Where/??? \\ Hole can't explain here./ It's not as crazy as I used to be.Good Shopping and Food/K2 Monster's terrible crowds/new stations are so good ?????????????????/Bad/very dirty place/Harlem World 124st Lexington A/One of the busiest subways!/Good place ./125 and lex are now different/stations are cleaned.Regular on -time train station/Too hot/great train station/train !!!/Okay/I just do it/average.Achievement is achieved./The spirit of the world!Green line.It's not just.",309
19,19,116 Street,3.7,"Here, drugs are openly traded, and there are no guards at the subway station, and addicts can open an emergency exit and take the train for free.I never want to drive again in this station./Many drug addicts sell the latest boost items.They need to be careful and self -awareness when they go through the streets as legally, and this must be the most sketch of the subway station I've ever been.Rotate your head here and do not come after dark.Women should be especially careful.There are many homeless and drug addicts outside.Very crowded ./ Be careful when using this station at night.Be careful and safe.It's a bit scary at night ./ The platform is as clean as the New York subway station (not completely dirty), but there are four stars because the indicator of Wi-Fi and the next train will come.This station is crowded while taking the train to Bronx.Except for the day of the week unless you go to work in general?It's amazing because the train station is not crowded at any given time.The service can be slightly improved to alleviate the congestion that occurs in the station to 125th Street.While going in the other direction, there are few people because there are few people after 125th Street to the city.I have been to see how long the social distance sticker is, which can be understood, but now there are no one who actually follows it.The station is relatively clean and natural.I saw employees who kept their places every day or as much as possible, and there was no other complaint about the station as far as I knew.We are planning a project plan for.I love New York. \ N Those who work for possible BLAS? \ N Mention to other countries and shine in. \ N. \ ngoote is working with everyone and New York.I need to see if my friends can do it. \ N Student University Street 116 \ N We need to turn on new lights. \ N We are addicted to New York. \ N God is working here.It is located in the Upper East Side of (Mannhatan), and train 6 is always operated, trains 4 in late night or congestion, and trains 5 for congestion.116th Street is a really quiet station when it is not a Russian.In most cases, it smells fresh, and the neighborhood is not safe.It is better not to do anything at night.And the place is owned and operated by the family.Breakfast, lunch, dinner is delicious ??/Block is always on!Everything you need for hips, skipping, jumping, jumping!There are many places to eat near the station.It's a clean station, but sometimes it can smell pee at the end of the platform.There are also mobile phone services, free Wi-Fi and departure signs.I like it.Food, people, entertainment, culture and knowledge are the best.It was Latin Pre -White Party located at the Great 10x!/115st.And Lexington Ave.July 31, 2021.We had a good time.Subeniles is recommended.In the case of Puerto Rico ISPANOS, banks, 1AVEMALL trains and bus stops near the pharmacy/I have used this station since I was young, but the station was clean and there was no garbage around.But there are so many swipes that bother people to buy swipes./Sast 116th ST is a busy street with many shops and people.It's always crowded, but the subway in Manhattan is quite dirty.7/10 goes into the drug site, but I mean that it is normal.To ride in the necessary direction, use the east of LEXINGTON for the UP TOWN SUBWAY, and Down Town (south direction) Subway.The train comes and goes!There are a lot of pretty neighborhood aunts ??/A good day, a bad day, there are many drug users and garbage around.When you go up or go to the city, get in the right direction.Nevertheless, it is a busy station.On the day, you can learn a lot about shops in this area.It looks like a station (old station)./There's nothing to say here.Do not.But it's okay to do it./It's not very good. Very dirty/Clean and there is always a trash can.This is, the station must be clean/people are lovely?/Good station ???????????????????????????/Good train stop ./ Always late/a little dirty ..",98
20,20,110th Street station,4.0,"This station is becoming a ghetto, and it is safe and lightning well and clean.There is a police officer next to the subway platform and the external token office booth.Canibis to help those who need help ??Please use indica and CBL oil for medical and career treatment !!!…/Excellent station.In the Russian War, many children and teenagers gather in this role.The clicking sound of the express train can sometimes be noisy.There is also a mobile phone service and a free Wi-Fi, and there is also a start-up sign.I'm depressed.It is just another dirty station that needs to be cleaned below the average station.Trains and buses 2, 3, 4, 5, 6 are within the safe access range of our community.It is important to me because I carry a stroller.The station is on the 110th Avenue and Lex AVE of the upper Eastside./90's crazy broadcasting station, the entrance very close to the calmness/train is now.Not pretty but very functional.Go to the right of the street.Uptown trains are on the east and the uptown train is east.LEXINGTON AVE, downtown.There's a bench towards the wall/it's excellent and it's really close to Central Park.All in order/6 trains may be much better/I love this area.Horrible",77
21,21,103rd Street station,4.2,"It's a small station, but it's great and clean to ride a train on the region.This feels safer because it looks cleaner than anything else and has employees.Not often.The train runs to the city and there are not many on weekends.It is only one stop distance from the express train 96.When it rains, the station hall is often submerged in water, so bring the right shoes.It was clean and there were many people, but not crowded.It is connected to No. 1 train that takes us all over the city.Even at 5 am, I felt safe here.Tips for visitors: It's much easier to take a train from the front or back of the station.If you are in the middle of the staircase during the commute time, it is difficult to board, especially if you have a lot of people.103th Street is a simple, convenient and clean station.Sometimes two or three trains can be used if there is a problem with a general route on other routes.If this happens, two or three trains will be terminated at 137th St-City College.There is no elevator, but you can change the direction on Line 1./I like this station and line 1.I go to work safe and early./ It's clean, but the MTA is not two trains on the uptown and downtown side, but the next four trains must be updated to the next four trains.It is not easy to cross the street.The advantage is that the employee is in the field./I think this subway station has played the role of subway station properly ./ The basic station can use updates.We do not comply with ADA./ A good small station.But it achieves that purpose/This is very busy/Cool station/Bench is attached to the wall/Amani Bora, Amani Vesta./ I like this subway station !!!!! ??????/Very neat/not clean/dark/solid 1 stop ./ Cave/It's my stop",83
22,22,96th Street,4.1,"The subway station is wide and clean!/It's a new station.Very artistic and modern.There are many seats for the waiting room.Residential areas with coffee shops and Delhi restaurants around me.The end of the East Harlem moved from one place to another, as if the general station/subway station of East Harlem/UES was created.Follow me all over the Internet: You must dismiss one of the booths of the 96th Route No. 66 in the Internet.He saw that I went into unlimited and walked the streets to bring an umbrella from the workplace.He did not even allow me to enter the system without waiting for 18 minutes.There is no help or courtesy at all.It is disgusting customer service and action, but it is not surprising in that it is MTA.If you do not want to sit in the platform area, the seat space on the track.I hope all the trains are made that way.It's not ADA standard, but there's a Wi-Fi and cellular service in the station.Very artistic and modern.There are many seats for the waiting room.Metropolitan Hospital is one block away.Residential area with coffee shops and Delhi restaurants around.Since it is a local route, you can change to uptown at 86th St. on an express downtown or 125th st..This location is not the Second Ave Q.This is not the Q train of the secondary line.This is the 6th of the Lexington Avenue line.Honestly, how do you don't know where to review and review your place?96th Reverse Q Train, especially early morning, not a lot, and later, many homeless people are sleeping, but the worst is the smell.It's crowded, but it's okay to go to the city, go to downtown, uptown, or ride a train.If you are not good at health avoid it!/It's similar to a train, but there's a long distance to walk from home.And safe subway station/is okay.There are many people from various places, so it can sometimes be dirty.Elevator consciousness support.There is a graffiti there/very safe and clean/bad place.I saw a better place.The subway is better for the 2nd Avenue.Honestly, I saw better./ The northeast staircase is always being repaired and the water leaks at the station when it rains./ Beautiful, nice and clean subway./ 6 trains I miss to live one block from a place where I often go.There aren't many.Historic place of history.It's not a express stop./I live on 97th Street.Morningside Heights is clunky and noble.It is the original UWS, but the jazz club and the unusual business have been replaced by the city's ""service"" customers and an effort to do not add texture to the neighbors.It's pretty clean or at least covered with garbage, shit, and urine.There are no wonderful murals like 86, 81, 72.SOLID 4!Inexperienced characters are allowed to roam on the subway platform and there is no security for safety.If you need help, make your own decision.There is only one automatic seller who can buy MetROCARD.Stairs and stairs require maintenance.The staircase and staircase should be wider so that they can accommodate a lot of traffic during commute time.Woo -Ho Ho \ n is working/convenient station that connects a lot of clean and many lines.It runs here from 5:00 to 10 pm.Train B runs only on weekends, and trains A operate only at night.",134
